"No.","Time","Source","Destination","Protocol","Length","Info"
"30829","281.679144","192.168.0.2","162.4.178.25","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30830","281.679458","192.168.0.2","203.122.18.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30831","281.679735","192.168.0.2","43.253.112.246","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30832","281.680151","192.168.0.2","116.254.81.197","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30833","281.680547","192.168.0.2","73.171.40.246","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30834","281.681006","192.168.0.2","217.130.221.198","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30835","281.681462","192.168.0.2","223.91.101.203","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30836","281.681748","192.168.0.2","79.54.186.125","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30837","281.681935","192.168.0.2","69.103.49.194","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30838","281.682087","192.168.0.2","49.135.173.228","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30839","281.682266","192.168.0.2","173.166.38.213","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30840","281.682464","192.168.0.2","43.53.116.91","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30841","281.682633","192.168.0.2","160.187.209.0","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30842","281.682794","192.168.0.2","49.29.172.159","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30843","281.682959","192.168.0.2","152.166.114.228","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30844","281.683105","192.168.0.2","134.68.99.42","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30845","281.683269","192.168.0.2","83.38.124.61","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30846","281.683428","192.168.0.2","184.181.68.167","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30847","281.683586","192.168.0.2","125.168.52.25","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30848","281.683979","192.168.0.2","101.199.145.206","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30849","281.684464","192.168.0.2","138.184.255.27","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30850","281.684794","192.168.0.2","111.122.42.106","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30851","281.685097","192.168.0.2","133.132.116.172","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30852","281.685398","192.168.0.2","207.242.68.157","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30853","281.685707","192.168.0.2","209.178.205.163","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30854","281.686005","192.168.0.2","63.62.134.42","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30855","281.686301","192.168.0.2","88.49.164.110","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30856","281.686624","192.168.0.2","83.178.200.7","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30857","281.686897","192.168.0.2","211.223.16.54","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30858","281.687175","192.168.0.2","167.238.53.9","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30859","281.687454","192.168.0.2","107.70.37.136","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30860","281.687722","192.168.0.2","197.135.203.205","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30861","281.688008","192.168.0.2","44.131.238.195","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30862","281.688347","192.168.0.2","122.134.66.81","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30863","281.688661","192.168.0.2","106.242.214.83","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30864","281.688971","192.168.0.2","159.176.6.179","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30865","281.689284","192.168.0.2","57.36.195.198","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30866","281.689598","192.168.0.2","74.84.239.53","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30867","281.689902","192.168.0.2","99.52.82.104","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30868","281.690201","192.168.0.2","57.188.109.31","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30869","281.690511","192.168.0.2","52.62.124.233","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30870","281.690794","192.168.0.2","152.75.247.63","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30871","281.691066","192.168.0.2","142.168.96.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30872","281.691337","192.168.0.2","200.223.208.118","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30873","281.691632","192.168.0.2","204.148.95.160","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30874","281.691884","192.168.0.2","37.177.122.33","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30875","281.692028","192.168.0.2","181.125.150.171","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30876","281.692217","192.168.0.2","85.85.22.174","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30877","281.692357","192.168.0.2","97.67.62.9","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30878","281.692493","192.168.0.2","52.93.73.16","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30879","281.692624","192.168.0.2","180.226.164.7","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30880","281.692759","192.168.0.2","188.34.19.15","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30881","281.692900","192.168.0.2","190.217.22.191","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30882","281.693040","192.168.0.2","191.93.140.129","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30883","281.693173","192.168.0.2","180.8.178.46","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30884","281.693304","192.168.0.2","97.156.6.62","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30885","281.693460","192.168.0.2","34.215.249.160","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30886","281.693593","192.168.0.2","102.22.6.207","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30887","281.693732","192.168.0.2","129.61.30.28","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30888","281.694273","192.168.0.2","197.99.44.47","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30889","281.694598","192.168.0.2","51.67.189.39","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30890","281.694848","192.168.0.2","108.182.22.140","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30891","281.695097","192.168.0.2","128.155.237.159","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30892","281.695341","192.168.0.2","176.128.32.32","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30893","281.695591","192.168.0.2","13.255.98.166","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30894","281.695845","192.168.0.2","64.224.160.124","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30895","281.696088","192.168.0.2","140.222.1.204","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30896","281.696394","192.168.0.2","91.229.231.203","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30897","281.696680","192.168.0.2","77.214.106.156","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30898","281.696963","192.168.0.2","18.56.213.27","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30899","281.697257","192.168.0.2","40.150.157.99","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30900","281.697593","192.168.0.2","191.231.243.88","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30901","281.697892","192.168.0.2","208.18.38.1","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30902","281.698203","192.168.0.2","4.155.9.142","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30903","281.698482","192.168.0.2","140.238.99.30","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30904","281.698744","192.168.0.2","190.242.39.151","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30905","281.699045","192.168.0.2","126.59.233.246","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30906","281.699154","112.220.230.98","192.168.0.2","TELNET","81","Telnet Data ..."
"30907","281.700200","192.168.0.2","66.103.44.67","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30908","281.700538","192.168.0.2","205.21.144.62","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30909","281.701005","192.168.0.2","188.169.25.178","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30910","281.701524","192.168.0.2","161.60.8.98","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"30911","281.702169","192.168.0.2","153.142.122.56","TCP","66","37614  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56766 TSecr=500317191"
"30912","281.702633","192.168.0.2","153.142.122.56","TCP","74","37620  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56766 TSecr=0 WS=16"
"30913","281.714518","108.182.22.140","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"30914","281.718576","46.37.58.78","192.168.0.2","TCP","54","23  >  34272 [ACK] Seq=112 Ack=47 Win=6393 Len=0"
"30915","281.719080","192.168.0.2","46.37.58.78","TELNET","56","Telnet Data ..."
"30916","281.733381","151.50.137.17","192.168.0.2","TCP","74","23  >  40450 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=50473114 TSecr=56751 WS=64"
"30917","281.734023","192.168.0.2","151.50.137.17","TCP","66","40450  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56770 TSecr=50473114"
"30918","281.734474","192.168.0.2","112.220.230.98","TCP","66","53672  >  23 [ACK] Seq=13 Ack=28 Win=29200 Len=0 TSval=56770 TSecr=678498633"
"30919","281.734573","151.50.137.17","192.168.0.2","TCP","66","23  >  40444 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=50473114 TSecr=56751"
"30920","281.740012","80.252.139.73","192.168.0.2","TELNET","60","Telnet Data ..."
"30921","281.740769","5.135.77.9","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"30922","281.740868","192.168.0.2","80.252.139.73","TELNET","56","Telnet Data ..."
"30923","281.848971","117.247.34.210","192.168.0.2","TELNET","60","Telnet Data ..."
"30924","281.849543","180.42.129.6","192.168.0.2","TCP","58","23  >  16946 [SYN, ACK] Seq=0 Ack=1 Win=536 Len=0 MSS=1334"
"30925","281.849727","192.168.0.2","117.247.34.210","TELNET","56","Telnet Data ..."
"30926","281.850110","192.168.0.2","180.42.129.6","TCP","54","16946  >  23 [RST] Seq=1 Win=0 Len=0"
"30927","281.851670","192.168.0.2","180.42.129.6","TCP","74","56088  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56781 TSecr=0 WS=16"
"30928","281.859055","117.181.8.139","192.168.0.2","TCP","66","23  >  54414 [ACK] Seq=232 Ack=89 Win=14400 Len=0 TSval=634833030 TSecr=56747"
"30929","281.862130","117.181.8.139","192.168.0.2","TELNET","103","Telnet Data ..."
"30930","281.863979","192.168.0.2","117.181.8.139","TCP","66","54414  >  23 [FIN, ACK] Seq=89 Ack=269 Win=29200 Len=0 TSval=56782 TSecr=634833033"
"30931","281.865079","192.168.0.2","117.181.8.139","TCP","74","54486  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56783 TSecr=0 WS=16"
"30932","281.874045","120.41.244.149","192.168.0.2","TCP","66","23  >  59252 [ACK] Seq=59 Ack=27 Win=5712 Len=0 TSval=3471071129 TSecr=56754"
"30933","281.877543","120.41.244.149","192.168.0.2","TELNET","68","Telnet Data ..."
"30934","281.879715","211.223.16.54","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"30935","281.888656","80.252.139.73","192.168.0.2","TELNET","56","Telnet Data ..."
"30936","281.888873","80.252.139.73","192.168.0.2","TELNET","66","Telnet Data ..."
"30937","281.891452","192.168.0.2","80.252.139.73","TCP","54","49672  >  23 [ACK] Seq=25 Ack=114 Win=29200 Len=0"
"30938","281.891647","153.142.122.56","192.168.0.2","TCP","74","23  >  37620 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1414 WS=2 TSval=500317215 TSecr=56766"
"30939","281.891970","192.168.0.2","153.142.122.56","TCP","66","37620  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56785 TSecr=500317215"
"30940","281.892836","192.168.0.2","80.252.139.73","TELNET","61","Telnet Data ..."
"30941","281.897359","153.142.122.56","192.168.0.2","TCP","66","23  >  37614 [ACK] Seq=2 Ack=2 Win=65536 Len=0 TSval=500317215 TSecr=56766"
"30942","281.903652","120.40.122.135","192.168.0.2","TCP","66","23  >  43190 [ACK] Seq=2 Ack=2 Win=5760 Len=0 TSval=2062546491 TSecr=56762"
"30943","281.914224","192.168.0.2","120.41.244.149","TCP","66","59252  >  23 [ACK] Seq=27 Ack=61 Win=29200 Len=0 TSval=56788 TSecr=3471071134"
"30944","281.934213","120.40.122.135","192.168.0.2","TCP","74","23  >  43196 [SYN, ACK] Seq=0 Ack=1 Win=5760 Len=0 MSS=1452 SACK_PERM TSval=2062546492 TSecr=56762 WS=2"
"30945","281.935052","192.168.0.2","120.40.122.135","TCP","66","43196  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56790 TSecr=2062546492"
"30946","281.937375","151.50.137.17","192.168.0.2","TCP","66","23  >  40450 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=50473132 TSecr=56770"
"30947","281.938401","192.168.0.2","151.50.137.17","TCP","66","40450  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56790 TSecr=50473132"
"30948","281.939384","192.168.0.2","151.50.137.17","TCP","74","40460  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56790 TSecr=0 WS=16"
"30949","281.990134","46.37.58.78","192.168.0.2","TCP","54","23  >  34272 [ACK] Seq=112 Ack=49 Win=6391 Len=0"
"30950","281.990788","46.37.58.78","192.168.0.2","TCP","54","23  >  34272 [FIN, ACK] Seq=112 Ack=49 Win=6391 Len=0"
"30951","281.991719","192.168.0.2","46.37.58.78","TCP","54","34272  >  23 [FIN, ACK] Seq=49 Ack=113 Win=29200 Len=0"
"30952","281.992095","192.168.0.2","46.37.58.78","TCP","74","34300  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56795 TSecr=0 WS=16"
"30953","282.024291","180.42.129.6","192.168.0.2","TCP","58","23  >  56088 [SYN, ACK] Seq=0 Ack=1 Win=536 Len=0 MSS=1334"
"30954","282.024770","192.168.0.2","180.42.129.6","TCP","54","56088  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"30955","282.025677","80.252.139.73","192.168.0.2","TCP","68","[TCP Spurious Retransmission] 23  >  49672 [PSH, ACK] Seq=100 Ack=25 Win=4096 Len=14"
"30956","282.025954","192.168.0.2","80.252.139.73","TCP","54","[TCP Dup ACK 30937#1] 49672  >  23 [ACK] Seq=32 Ack=114 Win=29200 Len=0"
"30957","282.082202","153.142.122.56","192.168.0.2","TCP","66","23  >  37620 [FIN, ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=500317234 TSecr=56785"
"30958","282.086148","192.168.0.2","153.142.122.56","TCP","66","37620  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56805 TSecr=500317234"
"30959","282.087552","192.168.0.2","153.142.122.56","TCP","74","37630  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56805 TSecr=0 WS=16"
"30960","282.097072","46.37.58.78","192.168.0.2","TCP","54","23  >  34272 [ACK] Seq=113 Ack=50 Win=6391 Len=0"
"30961","282.098632","46.37.58.78","192.168.0.2","TCP","62","23  >  34300 [SYN, ACK] Seq=0 Ack=1 Win=6400 Len=0 MSS=1400"
"30962","282.099167","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"30963","282.143909","151.50.137.17","192.168.0.2","TCP","66","23  >  40450 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=50473153 TSecr=56790"
"30964","282.146063","151.50.137.17","192.168.0.2","TCP","74","23  >  40460 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=50473155 TSecr=56790 WS=64"
"30965","282.146783","192.168.0.2","151.50.137.17","TCP","66","40460  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56811 TSecr=50473155"
"30966","282.210254","120.41.244.149","192.168.0.2","TELNET","102","Telnet Data ..."
"30967","282.210988","192.168.0.2","120.41.244.149","TCP","66","59252  >  23 [ACK] Seq=27 Ack=97 Win=29200 Len=0 TSval=56817 TSecr=3471071466"
"30968","282.212502","192.168.0.2","120.41.244.149","TELNET","73","Telnet Data ..."
"30969","282.217044","117.181.8.139","192.168.0.2","TCP","74","23  >  54486 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1452 SACK_PERM TSval=634833388 TSecr=56783 WS=16"
"30970","282.217604","192.168.0.2","117.181.8.139","TCP","66","54486  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56818 TSecr=634833388"
"30971","282.217978","117.181.8.139","192.168.0.2","TCP","66","23  >  54414 [FIN, ACK] Seq=269 Ack=90 Win=14400 Len=0 TSval=634833389 TSecr=56782"
"30972","282.218066","120.40.122.135","192.168.0.2","TCP","66","23  >  43196 [FIN, ACK] Seq=1 Ack=1 Win=5760 Len=0 TSval=2062546776 TSecr=56790"
"30973","282.218338","192.168.0.2","117.181.8.139","TCP","66","54414  >  23 [ACK] Seq=90 Ack=270 Win=29200 Len=0 TSval=56818 TSecr=634833389"
"30974","282.219585","192.168.0.2","120.40.122.135","TCP","66","43196  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56818 TSecr=2062546776"
"30975","282.220142","192.168.0.2","120.40.122.135","TCP","74","43210  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56818 TSecr=0 WS=16"
"30976","282.257843","46.37.58.78","192.168.0.2","TELNET","60","Telnet Data ..."
"30977","282.258315","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=1 Ack=7 Win=29200 Len=0"
"30978","282.258349","46.37.58.78","192.168.0.2","TELNET","58","Telnet Data ..."
"30979","282.258642","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=1 Ack=11 Win=29200 Len=0"
"30980","282.259344","46.37.58.78","192.168.0.2","TELNET","63","Telnet Data ..."
"30981","282.259598","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=1 Ack=20 Win=29200 Len=0"
"30982","282.260398","192.168.0.2","46.37.58.78","TELNET","57","Telnet Data ..."
"30983","282.264040","192.168.0.2","80.252.139.73","TCP","61","[TCP Retransmission] 49672  >  23 [PSH, ACK] Seq=25 Ack=114 Win=29200 Len=7"
"30984","282.275958","153.142.122.56","192.168.0.2","TCP","66","23  >  37620 [ACK] Seq=2 Ack=2 Win=65536 Len=0 TSval=500317254 TSecr=56805"
"30985","282.276495","153.142.122.56","192.168.0.2","TCP","74","23  >  37630 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1414 WS=2 TSval=500317254 TSecr=56805"
"30986","282.276975","192.168.0.2","153.142.122.56","TCP","66","37630  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56824 TSecr=500317254"
"30987","282.283467","117.247.34.210","192.168.0.2","TELNET","66","Telnet Data ..."
"30988","282.285069","192.168.0.2","117.247.34.210","TELNET","61","Telnet Data ..."
"30989","282.347745","151.50.137.17","192.168.0.2","TCP","66","23  >  40460 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=50473175 TSecr=56811"
"30990","282.349042","192.168.0.2","151.50.137.17","TCP","66","40460  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56831 TSecr=50473175"
"30991","282.349689","192.168.0.2","151.50.137.17","TCP","74","40468  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56831 TSecr=0 WS=16"
"30992","282.367661","46.37.58.78","192.168.0.2","TCP","54","23  >  34300 [ACK] Seq=20 Ack=4 Win=6400 Len=0"
"30993","282.368081","192.168.0.2","46.37.58.78","TELNET","63","Telnet Data ..."
"30994","282.413133","80.252.139.73","192.168.0.2","TCP","54","23  >  49672 [ACK] Seq=114 Ack=32 Win=4096 Len=0"
"30995","282.413883","192.168.0.2","80.252.139.73","TELNET","56","Telnet Data ..."
"30996","282.434106","192.168.0.2","58.30.250.226","TCP","54","[TCP Retransmission] 33706  >  23 [FIN, ACK] Seq=1 Ack=1 Win=29200 Len=0"
"30997","282.466526","153.142.122.56","192.168.0.2","TCP","66","23  >  37630 [FIN, ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=500317272 TSecr=56824"
"30998","282.467938","192.168.0.2","153.142.122.56","TCP","66","37630  >  23 [FIN, ACK] Seq=1 Ack=2 Win=29200 Len=0 TSval=56843 TSecr=500317272"
"30999","282.468756","192.168.0.2","153.142.122.56","TCP","74","37636  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56843 TSecr=0 WS=16"
"31000","282.475035","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31001","282.475625","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31002","282.476380","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31003","282.476547","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=13 Ack=22 Win=29200 Len=0"
"31004","282.477250","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31005","282.477864","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=13 Ack=24 Win=29200 Len=0"
"31006","282.478182","46.37.58.78","192.168.0.2","TELNET","68","Telnet Data ..."
"31007","282.478877","46.37.58.78","192.168.0.2","TCP","54","[TCP Window Update] 23  >  34300 [ACK] Seq=38 Ack=13 Win=6400 Len=0"
"31008","282.479200","192.168.0.2","46.37.58.78","TELNET","60","Telnet Data ..."
"31009","282.480842","120.40.122.135","192.168.0.2","TCP","74","23  >  43210 [SYN, ACK] Seq=0 Ack=1 Win=5760 Len=0 MSS=1452 SACK_PERM TSval=2062547056 TSecr=56818 WS=2"
"31010","282.481260","192.168.0.2","120.40.122.135","TCP","66","43210  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56844 TSecr=2062547056"
"31011","282.497788","120.40.122.135","192.168.0.2","TCP","66","23  >  43196 [ACK] Seq=2 Ack=2 Win=5760 Len=0 TSval=2062547056 TSecr=56818"
"31012","282.508272","120.41.244.149","192.168.0.2","TELNET","72","Telnet Data ..."
"31013","282.508735","192.168.0.2","120.41.244.149","TELNET","68","Telnet Data ..."
"31014","282.540777","163.191.237.92","192.168.0.2","TCP","54","23  >  33138 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31015","282.542094","192.168.0.2","163.191.237.92","TCP","74","33188  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=56850 TSecr=0 WS=16"
"31016","282.552661","151.50.137.17","192.168.0.2","TCP","66","23  >  40460 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=50473195 TSecr=56831"
"31017","282.553991","151.50.137.17","192.168.0.2","TCP","74","23  >  40468 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=50473194 TSecr=56831 WS=64"
"31018","282.554487","192.168.0.2","151.50.137.17","TCP","66","40468  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=56852 TSecr=50473194"
"31019","282.561675","80.252.139.73","192.168.0.2","TELNET","56","Telnet Data ..."
"31020","282.561922","80.252.139.73","192.168.0.2","TELNET","72","Telnet Data ..."
"31021","282.562126","192.168.0.2","80.252.139.73","TCP","54","49672  >  23 [ACK] Seq=34 Ack=116 Win=29200 Len=0"
"31022","282.562224","80.252.139.73","192.168.0.2","TELNET","63","Telnet Data ..."
"31023","282.562344","192.168.0.2","80.252.139.73","TCP","54","49672  >  23 [ACK] Seq=34 Ack=134 Win=29200 Len=0"
"31024","282.562478","192.168.0.2","80.252.139.73","TCP","54","49672  >  23 [ACK] Seq=34 Ack=143 Win=29200 Len=0"
"31025","282.563337","192.168.0.2","80.252.139.73","TELNET","60","Telnet Data ..."
"31026","282.578068","117.181.8.139","192.168.0.2","TELNET","86","Telnet Data ..."
"31027","282.578591","192.168.0.2","117.181.8.139","TCP","66","54486  >  23 [ACK] Seq=1 Ack=21 Win=29200 Len=0 TSval=56854 TSecr=634833749"
"31028","282.579562","192.168.0.2","117.181.8.139","TELNET","69","Telnet Data ..."
"31029","282.583955","163.191.237.92","192.168.0.2","TCP","58","23  >  33188 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460"
"31030","282.584382","192.168.0.2","163.191.237.92","TCP","54","33188  >  23 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"31031","282.586066","46.37.58.78","192.168.0.2","TCP","54","23  >  34300 [ACK] Seq=38 Ack=19 Win=6394 Len=0"
"31032","282.586503","192.168.0.2","46.37.58.78","TELNET","56","Telnet Data ..."
"31033","282.586690","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31034","282.587440","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31035","282.588334","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31036","282.588878","192.168.0.2","46.37.58.78","TCP","54","34300  >  23 [ACK] Seq=21 Ack=40 Win=29200 Len=0"
"31037","282.589017","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31038","282.589754","46.37.58.78","192.168.0.2","TELNET","55","Telnet Data ..."
"31039","282.590677","46.37.58.78","192.168.0.2","TCP","54","[TCP Window Update] 23  >  34300 [ACK] Seq=43 Ack=19 Win=6400 Len=0"
